City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Kolkata,08-08-2024,103.7,70.4,37.7,0.62,89.1,51.0,381.3,Low,2024-08-08,2024,8,3,0
Bangalore,08-08-2024,447.4,230.7,87.0,8.58,41.8,134.0,140.4,High,2024-08-08,2024,8,3,2
Delhi,09-08-2024,286.5,591.0,72.2,3.38,48.1,102.4,373.1,High,2024-08-09,2024,8,4,2
Mumbai,09-08-2024,468.4,249.8,54.6,7.52,36.6,79.1,269.8,Low,2024-08-09,2024,8,4,0
Chennai,09-08-2024,187.8,123.7,18.9,7.3,37.5,189.6,318.1,Moderate,2024-08-09,2024,8,4,1
Kolkata,09-08-2024,490.4,61.7,77.4,0.76,74.6,50.3,142.3,High,2024-08-09,2024,8,4,2
Bangalore,09-08-2024,241.6,563.3,54.1,3.35,0.1,62.8,55.9,High,2024-08-09,2024,8,4,2
Delhi,10-08-2024,320.9,406.4,115.2,2.64,4.5,179.7,489.7,Moderate,2024-08-10,2024,8,5,1
Mumbai,10-08-2024,141.1,561.3,32.0,4.15,87.6,137.0,439.2,High,2024-08-10,2024,8,5,2
Chennai,10-08-2024,91.4,175.7,11.3,4.52,89.3,27.2,468.4,Moderate,2024-08-10,2024,8,5,1
Kolkata,10-08-2024,458.3,222.0,133.8,8.23,25.3,138.1,371.5,Low,2024-08-10,2024,8,5,0
Bangalore,10-08-2024,280.1,467.0,60.7,3.58,27.3,78.5,325.7,Low,2024-08-10,2024,8,5,0
Delhi,11-08-2024,38.2,492.3,109.6,0.98,4.3,37.3,101.5,Low,2024-08-11,2024,8,6,0
Mumbai,11-08-2024,382.0,502.1,4.8,1.79,65.1,66.8,161.8,High,2024-08-11,2024,8,6,2
Chennai,11-08-2024,343.3,214.0,77.6,8.61,91.4,128.4,175.2,Low,2024-08-11,2024,8,6,0
Kolkata,11-08-2024,75.0,569.2,96.0,6.09,67.2,35.3,316.9,Low,2024-08-11,2024,8,6,0
Bangalore,11-08-2024,412.2,294.7,79.0,2.32,47.2,48.6,74.6,High,2024-08-11,2024,8,6,2
Delhi,12-08-2024,490.8,539.5,60.8,6.1,99.7,80.8,361.8,Moderate,2024-08-12,2024,8,0,1
Mumbai,12-08-2024,142.3,280.0,104.9,4.94,63.9,81.4,308.0,High,2024-08-12,2024,8,0,2
Chennai,12-08-2024,354.9,94.4,129.2,9.41,0.8,133.6,362.9,Moderate,2024-08-12,2024,8,0,1
Kolkata,12-08-2024,309.5,322.7,143.1,1.54,53.2,116.2,471.9,Moderate,2024-08-12,2024,8,0,1
Bangalore,12-08-2024,224.5,4.0,75.7,0.16,3.3,105.0,48.9,Low,2024-08-12,2024,8,0,0
Delhi,13-08-2024,90.3,268.1,109.8,5.87,36.2,39.0,431.5,High,2024-08-13,2024,8,1,2
Mumbai,13-08-2024,410.3,336.7,95.4,5.2,53.3,141.0,4.6,High,2024-08-13,2024,8,1,2
Chennai,13-08-2024,97.3,177.3,67.4,0.29,29.7,175.3,468.4,High,2024-08-13,2024,8,1,2
Kolkata,13-08-2024,211.6,105.5,11.9,3.15,43.5,71.9,316.8,High,2024-08-13,2024,8,1,2
Bangalore,13-08-2024,165.9,403.8,25.5,7.1,86.5,150.9,497.8,High,2024-08-13,2024,8,1,2
Delhi,14-08-2024,464.8,580.4,25.6,5.27,2.4,9.5,271.6,Low,2024-08-14,2024,8,2,0
Mumbai,14-08-2024,347.0,475.1,10.5,4.68,27.7,195.8,339.4,Moderate,2024-08-14,2024,8,2,1
Chennai,14-08-2024,110.9,402.7,139.0,1.53,16.6,69.6,255.1,High,2024-08-14,2024,8,2,2
Kolkata,14-08-2024,174.1,33.0,118.4,0.39,53.5,75.2,108.9,Moderate,2024-08-14,2024,8,2,1
Bangalore,14-08-2024,86.3,597.3,142.6,9.83,7.4,104.6,149.6,Low,2024-08-14,2024,8,2,0
Delhi,15-08-2024,257.4,398.2,83.5,7.32,93.6,126.2,408.1,High,2024-08-15,2024,8,3,2
Mumbai,15-08-2024,61.1,501.1,53.8,9.59,7.3,40.7,488.6,High,2024-08-15,2024,8,3,2
Chennai,15-08-2024,132.6,507.9,80.4,1.79,74.0,58.2,486.7,High,2024-08-15,2024,8,3,2
Kolkata,15-08-2024,130.9,450.6,42.6,2.5,2.1,39.4,85.7,Moderate,2024-08-15,2024,8,3,1
Bangalore,15-08-2024,129.9,429.1,94.4,9.48,90.6,15.9,124.9,Low,2024-08-15,2024,8,3,0
Delhi,16-08-2024,42.3,39.8,43.7,3.25,78.8,139.0,111.7,Low,2024-08-16,2024,8,4,0
Mumbai,16-08-2024,298.0,472.0,142.8,0.5,56.1,120.5,445.3,High,2024-08-16,2024,8,4,2
Chennai,16-08-2024,419.1,49.4,24.8,7.0,50.6,103.5,66.1,High,2024-08-16,2024,8,4,2
Kolkata,16-08-2024,97.7,39.0,77.3,0.69,75.9,25.8,257.6,Low,2024-08-16,2024,8,4,0
Bangalore,16-08-2024,254.0,386.4,60.3,8.43,62.3,123.2,330.1,High,2024-08-16,2024,8,4,2
Delhi,17-08-2024,244.1,65.1,132.2,6.31,91.8,157.7,125.1,High,2024-08-17,2024,8,5,2
Mumbai,17-08-2024,381.8,126.3,130.4,0.12,12.3,126.9,331.6,High,2024-08-17,2024,8,5,2
Chennai,17-08-2024,216.3,501.3,6.0,8.03,80.1,187.2,126.2,Low,2024-08-17,2024,8,5,0
Kolkata,17-08-2024,292.6,81.8,91.9,9.16,87.2,128.4,162.3,High,2024-08-17,2024,8,5,2
Bangalore,17-08-2024,256.4,357.0,122.0,0.59,57.8,127.3,417.2,High,2024-08-17,2024,8,5,2
Delhi,18-08-2024,330.2,139.7,2.3,8.05,86.4,125.1,448.7,High,2024-08-18,2024,8,6,2
Mumbai,18-08-2024,364.0,260.6,103.9,4.44,82.5,141.3,126.8,Low,2024-08-18,2024,8,6,0
Chennai,18-08-2024,98.7,413.7,6.1,8.19,64.4,19.8,418.7,Moderate,2024-08-18,2024,8,6,1
Kolkata,18-08-2024,61.8,86.9,136.9,2.71,55.7,178.9,115.4,High,2024-08-18,2024,8,6,2
Bangalore,18-08-2024,201.2,587.9,3.1,2.61,17.7,50.8,449.5,High,2024-08-18,2024,8,6,2
Delhi,19-08-2024,118.8,463.9,132.6,3.63,11.3,34.9,392.5,Moderate,2024-08-19,2024,8,0,1
Mumbai,19-08-2024,12.9,33.3,73.0,9.09,20.5,39.3,288.8,High,2024-08-19,2024,8,0,2
Chennai,19-08-2024,244.5,452.6,19.0,4.63,94.9,72.3,338.8,Low,2024-08-19,2024,8,0,0
Kolkata,19-08-2024,10.1,114.4,12.7,0.43,35.6,180.9,265.7,Moderate,2024-08-19,2024,8,0,1
Bangalore,19-08-2024,256.9,426.7,15.0,4.89,43.3,17.0,230.8,Moderate,2024-08-19,2024,8,0,1
Delhi,20-08-2024,395.2,139.4,2.3,1.53,15.5,137.3,41.1,High,2024-08-20,2024,8,1,2
Mumbai,20-08-2024,422.3,105.4,148.3,3.71,64.9,186.5,259.1,High,2024-08-20,2024,8,1,2
Chennai,20-08-2024,300.8,406.4,103.0,7.17,7.9,62.1,433.3,High,2024-08-20,2024,8,1,2
Kolkata,20-08-2024,67.0,457.7,90.8,3.25,69.3,73.0,376.5,Moderate,2024-08-20,2024,8,1,1
Bangalore,20-08-2024,367.5,334.5,116.0,6.2,43.3,166.1,357.9,High,2024-08-20,2024,8,1,2
Delhi,21-08-2024,393.3,403.1,124.1,0.44,45.4,186.7,396.7,High,2024-08-21,2024,8,2,2
Mumbai,21-08-2024,80.2,347.9,100.3,5.22,50.2,137.4,211.8,Low,2024-08-21,2024,8,2,0
Chennai,21-08-2024,309.9,110.5,26.3,2.8,36.6,141.6,384.3,High,2024-08-21,2024,8,2,2
Kolkata,21-08-2024,66.8,37.9,59.8,6.12,30.4,147.9,474.3,High,2024-08-21,2024,8,2,2
Bangalore,21-08-2024,111.8,504.9,106.4,0.05,51.5,12.6,393.8,High,2024-08-21,2024,8,2,2
Delhi,22-08-2024,199.3,499.2,30.9,0.41,38.4,62.4,406.2,High,2024-08-22,2024,8,3,2
Mumbai,22-08-2024,62.8,75.2,44.6,4.16,81.5,13.7,396.5,Low,2024-08-22,2024,8,3,0
Chennai,22-08-2024,268.5,12.7,15.8,5.41,31.8,110.6,37.0,Low,2024-08-22,2024,8,3,0
Kolkata,22-08-2024,16.6,593.2,26.9,9.99,40.2,70.8,270.6,High,2024-08-22,2024,8,3,2
Bangalore,22-08-2024,276.3,509.8,105.4,8.25,79.9,85.3,35.6,Moderate,2024-08-22,2024,8,3,1
Delhi,23-08-2024,216.5,468.4,138.0,4.23,83.7,153.8,25.1,Low,2024-08-23,2024,8,4,0
Mumbai,23-08-2024,159.6,109.2,138.5,7.84,62.5,143.5,342.4,High,2024-08-23,2024,8,4,2
Chennai,23-08-2024,301.7,455.6,28.2,4.48,98.8,32.1,220.5,High,2024-08-23,2024,8,4,2
Kolkata,23-08-2024,51.5,499.1,111.6,0.63,32.8,152.4,105.2,High,2024-08-23,2024,8,4,2
Bangalore,23-08-2024,336.8,438.0,128.5,5.73,77.1,2.9,241.4,High,2024-08-23,2024,8,4,2
Delhi,24-08-2024,311.5,521.6,46.8,0.38,34.9,106.9,12.4,High,2024-08-24,2024,8,5,2
Mumbai,24-08-2024,481.0,59.1,46.7,9.43,5.9,31.0,324.4,High,2024-08-24,2024,8,5,2
Chennai,24-08-2024,208.0,450.9,146.6,0.62,6.2,11.8,391.6,High,2024-08-24,2024,8,5,2
Kolkata,24-08-2024,422.9,179.7,54.5,3.64,95.3,62.4,8.4,High,2024-08-24,2024,8,5,2
Bangalore,24-08-2024,251.3,169.2,2.9,5.12,56.6,69.3,332.2,High,2024-08-24,2024,8,5,2
Delhi,25-08-2024,274.2,438.2,93.0,0.1,2.2,149.3,495.9,High,2024-08-25,2024,8,6,2
Mumbai,25-08-2024,357.4,256.7,14.9,9.35,97.2,58.8,164.3,High,2024-08-25,2024,8,6,2
Chennai,25-08-2024,353.8,403.6,136.8,4.31,57.0,85.9,77.1,High,2024-08-25,2024,8,6,2
Kolkata,25-08-2024,15.0,420.1,4.5,3.42,13.1,133.6,312.4,Moderate,2024-08-25,2024,8,6,1
Bangalore,25-08-2024,441.2,263.8,15.2,7.19,56.0,179.6,112.1,Low,2024-08-25,2024,8,6,0
Delhi,26-08-2024,127.3,111.5,101.0,3.17,38.7,166.3,105.3,High,2024-08-26,2024,8,0,2
Mumbai,26-08-2024,11.7,310.8,81.9,5.5,19.2,92.8,431.5,Low,2024-08-26,2024,8,0,0
Chennai,26-08-2024,317.2,27.2,108.0,3.9,25.9,2.7,189.9,High,2024-08-26,2024,8,0,2
Kolkata,26-08-2024,146.5,525.6,61.0,3.63,21.1,176.3,431.6,High,2024-08-26,2024,8,0,2
Bangalore,26-08-2024,340.0,410.8,140.8,7.53,68.2,50.1,142.7,High,2024-08-26,2024,8,0,2
Delhi,27-08-2024,371.8,347.1,36.9,0.63,69.9,27.0,293.1,Low,2024-08-27,2024,8,1,0
Mumbai,27-08-2024,458.2,198.0,112.0,2.38,50.9,180.1,41.3,Moderate,2024-08-27,2024,8,1,1
Chennai,27-08-2024,12.5,217.3,102.2,4.55,25.5,192.0,35.0,Low,2024-08-27,2024,8,1,0
Kolkata,27-08-2024,65.2,239.0,27.9,8.38,98.6,172.9,333.2,Low,2024-08-27,2024,8,1,0
Bangalore,27-08-2024,474.3,177.9,142.3,3.03,72.9,68.6,27.1,High,2024-08-27,2024,8,1,2
Delhi,28-08-2024,443.2,410.6,120.8,1.24,13.2,107.0,166.6,Moderate,2024-08-28,2024,8,2,1
Mumbai,28-08-2024,122.5,519.1,49.4,2.78,52.5,179.3,211.6,High,2024-08-28,2024,8,2,2
Chennai,28-08-2024,256.4,48.7,77.7,6.62,12.5,53.4,301.6,Low,2024-08-28,2024,8,2,0
Kolkata,28-08-2024,474.8,343.6,13.2,2.32,47.1,72.6,487.8,Low,2024-08-28,2024,8,2,0
Bangalore,28-08-2024,491.9,51.1,120.0,6.31,96.1,134.7,324.7,Low,2024-08-28,2024,8,2,0
Delhi,29-08-2024,173.1,150.1,33.9,3.27,45.2,1.4,56.0,High,2024-08-29,2024,8,3,2
Mumbai,29-08-2024,81.7,559.0,66.7,9.34,9.2,127.7,375.2,Low,2024-08-29,2024,8,3,0
Chennai,29-08-2024,47.3,582.0,40.3,5.41,8.0,139.3,140.5,Moderate,2024-08-29,2024,8,3,1
Kolkata,29-08-2024,237.5,198.3,107.9,3.74,75.3,185.0,232.2,High,2024-08-29,2024,8,3,2
Bangalore,29-08-2024,247.6,425.7,60.4,3.28,52.3,80.7,128.8,High,2024-08-29,2024,8,3,2
Delhi,30-08-2024,356.6,502.5,53.7,3.98,14.8,93.9,211.2,Low,2024-08-30,2024,8,4,0
Mumbai,30-08-2024,95.2,141.2,26.6,5.38,14.3,182.8,233.4,Moderate,2024-08-30,2024,8,4,1
Chennai,30-08-2024,414.0,144.1,15.2,9.38,68.7,56.8,350.6,Low,2024-08-30,2024,8,4,0
Kolkata,30-08-2024,257.0,475.2,108.2,8.2,63.2,113.1,353.6,High,2024-08-30,2024,8,4,2
Bangalore,30-08-2024,400.8,25.0,69.2,9.08,4.4,71.2,99.4,Low,2024-08-30,2024,8,4,0
Delhi,31-08-2024,107.6,224.6,40.9,9.34,60.9,131.0,44.6,High,2024-08-31,2024,8,5,2
Mumbai,31-08-2024,221.8,245.5,81.1,2.75,85.6,144.5,4.4,Low,2024-08-31,2024,8,5,0
Chennai,31-08-2024,299.8,257.9,52.8,6.51,91.2,131.6,144.2,Low,2024-08-31,2024,8,5,0
Kolkata,31-08-2024,423.0,373.1,37.5,4.92,31.2,82.9,290.2,High,2024-08-31,2024,8,5,2
Bangalore,31-08-2024,484.2,349.0,62.7,7.09,41.0,20.3,319.7,High,2024-08-31,2024,8,5,2
Delhi,01-09-2024,124.6,591.9,128.9,3.93,55.6,24.5,457.7,Moderate,2024-09-01,2024,9,6,1
Mumbai,01-09-2024,92.9,547.0,121.8,2.22,38.7,21.2,12.0,High,2024-09-01,2024,9,6,2
Chennai,01-09-2024,316.4,599.9,126.9,3.27,31.2,181.7,202.9,Low,2024-09-01,2024,9,6,0
Kolkata,01-09-2024,42.9,43.5,72.0,8.39,96.6,149.6,206.0,Low,2024-09-01,2024,9,6,0
Bangalore,01-09-2024,90.7,519.6,14.5,3.22,77.6,191.2,229.0,Low,2024-09-01,2024,9,6,0
Delhi,02-09-2024,157.2,394.9,149.0,6.72,20.0,5.1,86.3,High,2024-09-02,2024,9,0,2
Mumbai,02-09-2024,350.3,435.3,87.9,0.57,79.0,11.4,226.9,Low,2024-09-02,2024,9,0,0
Chennai,02-09-2024,499.0,491.6,4.9,2.08,84.6,6.0,245.4,High,2024-09-02,2024,9,0,2
Kolkata,02-09-2024,319.7,422.8,12.1,8.84,77.8,176.6,62.8,High,2024-09-02,2024,9,0,2
Bangalore,02-09-2024,318.1,0.1,136.2,4.92,45.2,70.9,394.1,Low,2024-09-02,2024,9,0,0
Delhi,03-09-2024,197.1,130.2,146.1,8.39,34.6,47.8,307.2,High,2024-09-03,2024,9,1,2
Mumbai,03-09-2024,41.7,277.0,78.4,5.35,12.8,176.2,121.8,High,2024-09-03,2024,9,1,2
Chennai,03-09-2024,382.9,25.3,12.1,8.62,3.8,175.5,30.3,High,2024-09-03,2024,9,1,2
Kolkata,03-09-2024,58.1,502.3,89.0,4.73,52.7,0.2,414.0,Moderate,2024-09-03,2024,9,1,1
Bangalore,03-09-2024,450.4,232.0,18.3,7.27,75.0,85.7,33.5,Low,2024-09-03,2024,9,1,0
Delhi,04-09-2024,407.6,351.3,136.3,1.68,35.5,68.0,133.4,Low,2024-09-04,2024,9,2,0
Mumbai,04-09-2024,303.4,54.0,46.3,0.53,27.9,150.8,475.2,High,2024-09-04,2024,9,2,2
Chennai,04-09-2024,96.9,26.7,110.1,1.41,54.5,130.3,37.7,High,2024-09-04,2024,9,2,2
Kolkata,04-09-2024,493.6,522.5,133.7,8.65,64.4,116.6,456.1,Low,2024-09-04,2024,9,2,0
Bangalore,04-09-2024,35.1,364.7,66.2,5.86,2.5,40.7,164.6,High,2024-09-04,2024,9,2,2
Delhi,05-09-2024,99.5,176.8,99.5,8.09,15.7,153.1,435.5,Low,2024-09-05,2024,9,3,0
Mumbai,05-09-2024,106.3,143.7,60.4,4.45,4.1,181.5,103.5,Moderate,2024-09-05,2024,9,3,1
Chennai,05-09-2024,13.2,272.3,134.5,1.74,56.7,38.8,185.8,Low,2024-09-05,2024,9,3,0
Kolkata,05-09-2024,244.2,351.8,103.1,5.33,63.0,46.7,399.2,Low,2024-09-05,2024,9,3,0
Bangalore,05-09-2024,239.1,309.1,44.3,2.94,9.3,111.1,242.3,Low,2024-09-05,2024,9,3,0
Delhi,06-09-2024,389.7,352.9,49.0,1.52,55.2,153.7,92.3,Low,2024-09-06,2024,9,4,0
Mumbai,06-09-2024,279.5,296.2,99.6,5.72,67.0,82.9,396.9,High,2024-09-06,2024,9,4,2
Chennai,06-09-2024,5.1,501.6,28.7,6.08,86.7,195.3,9.7,High,2024-09-06,2024,9,4,2
Kolkata,06-09-2024,84.0,453.6,98.1,6.79,52.7,89.8,359.0,High,2024-09-06,2024,9,4,2
Bangalore,06-09-2024,468.2,237.5,140.8,2.47,84.4,117.4,311.1,Low,2024-09-06,2024,9,4,0
Delhi,07-09-2024,97.1,129.6,11.4,1.86,93.9,126.6,318.6,High,2024-09-07,2024,9,5,2
Mumbai,07-09-2024,365.1,565.4,51.3,0.94,15.3,130.1,275.0,Moderate,2024-09-07,2024,9,5,1
Chennai,07-09-2024,412.7,118.3,4.0,7.69,45.6,189.7,329.7,High,2024-09-07,2024,9,5,2
Kolkata,07-09-2024,1.2,280.4,106.2,1.52,54.0,77.9,400.1,High,2024-09-07,2024,9,5,2
Bangalore,07-09-2024,60.0,303.7,99.6,8.23,22.4,83.5,175.7,Moderate,2024-09-07,2024,9,5,1
Delhi,08-09-2024,324.9,196.0,145.2,2.45,63.9,171.6,259.0,Low,2024-09-08,2024,9,6,0
Mumbai,08-09-2024,398.6,514.9,19.8,8.45,78.7,167.6,297.4,Low,2024-09-08,2024,9,6,0
Chennai,08-09-2024,324.3,317.1,23.6,8.37,64.1,168.8,204.6,High,2024-09-08,2024,9,6,2
Kolkata,08-09-2024,244.2,152.9,99.5,5.19,37.1,169.1,307.9,Moderate,2024-09-08,2024,9,6,1
Bangalore,08-09-2024,73.5,22.6,68.5,5.74,8.2,107.2,307.6,High,2024-09-08,2024,9,6,2
Delhi,09-09-2024,429.8,267.8,112.0,9.64,42.8,159.5,102.0,Low,2024-09-09,2024,9,0,0
Mumbai,09-09-2024,105.9,391.0,36.4,1.12,69.7,73.3,144.5,High,2024-09-09,2024,9,0,2
Chennai,09-09-2024,488.6,6.7,89.0,8.56,44.8,193.9,428.0,Low,2024-09-09,2024,9,0,0
Kolkata,09-09-2024,189.3,381.7,129.0,0.76,33.8,165.0,346.1,Low,2024-09-09,2024,9,0,0
Bangalore,09-09-2024,106.2,368.5,149.5,4.37,98.9,46.6,207.3,Low,2024-09-09,2024,9,0,0
Delhi,10-09-2024,151.9,482.9,138.2,3.44,37.5,151.4,207.4,Low,2024-09-10,2024,9,1,0
Mumbai,10-09-2024,122.4,343.5,114.6,9.44,16.8,40.2,329.0,Low,2024-09-10,2024,9,1,0
Chennai,10-09-2024,202.8,405.7,58.0,9.63,94.7,175.5,470.4,Low,2024-09-10,2024,9,1,0
Kolkata,10-09-2024,467.9,509.9,46.7,9.1,74.5,36.9,133.5,High,2024-09-10,2024,9,1,2
Bangalore,10-09-2024,199.8,257.4,110.5,3.42,51.9,15.6,111.7,High,2024-09-10,2024,9,1,2
Delhi,11-09-2024,159.8,502.4,114.8,5.93,3.8,140.5,414.5,High,2024-09-11,2024,9,2,2
Mumbai,11-09-2024,342.4,599.5,134.4,8.28,26.4,41.9,338.9,Moderate,2024-09-11,2024,9,2,1
Chennai,11-09-2024,450.5,532.9,20.8,3.49,97.0,197.3,168.0,High,2024-09-11,2024,9,2,2
Kolkata,11-09-2024,77.8,363.0,81.6,0.75,32.1,186.7,24.2,High,2024-09-11,2024,9,2,2
Bangalore,11-09-2024,147.9,557.9,1.1,0.81,75.2,167.4,410.9,High,2024-09-11,2024,9,2,2
Delhi,12-09-2024,197.2,240.3,144.8,8.61,48.6,192.9,372.4,Moderate,2024-09-12,2024,9,3,1
Mumbai,12-09-2024,282.6,128.4,110.0,5.34,80.1,101.5,192.2,Moderate,2024-09-12,2024,9,3,1
Chennai,12-09-2024,111.3,269.7,18.0,1.35,20.7,95.1,317.9,High,2024-09-12,2024,9,3,2
Kolkata,12-09-2024,277.2,479.2,126.5,2.71,72.8,88.9,419.8,High,2024-09-12,2024,9,3,2
Bangalore,12-09-2024,494.8,426.5,89.7,7.15,41.3,42.8,470.0,High,2024-09-12,2024,9,3,2
Delhi,13-09-2024,455.0,252.6,10.7,9.21,74.5,193.2,313.4,Moderate,2024-09-13,2024,9,4,1
Mumbai,13-09-2024,377.0,345.1,59.2,0.94,43.4,185.8,329.6,Low,2024-09-13,2024,9,4,0
Chennai,13-09-2024,164.4,551.1,30.5,1.43,8.9,58.1,240.0,Low,2024-09-13,2024,9,4,0
Kolkata,13-09-2024,274.1,100.8,91.0,5.39,20.7,36.1,353.3,High,2024-09-13,2024,9,4,2
Bangalore,13-09-2024,157.0,399.2,82.2,2.16,84.5,121.3,374.4,Low,2024-09-13,2024,9,4,0
Delhi,14-09-2024,335.3,348.1,74.0,3.53,9.3,160.0,185.7,High,2024-09-14,2024,9,5,2
Mumbai,14-09-2024,93.6,406.2,119.2,7.66,77.9,183.2,446.4,Low,2024-09-14,2024,9,5,0
Chennai,14-09-2024,118.2,265.6,87.2,6.3,5.1,55.8,359.5,High,2024-09-14,2024,9,5,2
Kolkata,14-09-2024,260.9,76.2,1.6,8.04,57.4,184.9,259.2,Moderate,2024-09-14,2024,9,5,1
Bangalore,14-09-2024,313.7,198.4,109.7,7.89,45.4,48.9,127.4,Moderate,2024-09-14,2024,9,5,1
Delhi,15-09-2024,437.0,214.5,144.9,7.47,75.0,104.0,18.4,High,2024-09-15,2024,9,6,2
Mumbai,15-09-2024,0.7,28.4,17.3,3.03,88.3,84.2,268.6,Moderate,2024-09-15,2024,9,6,1
Chennai,15-09-2024,348.0,129.5,100.4,3.72,76.7,9.0,180.3,High,2024-09-15,2024,9,6,2
Kolkata,15-09-2024,254.4,538.3,142.1,6.71,70.0,115.6,405.2,High,2024-09-15,2024,9,6,2
Bangalore,15-09-2024,217.0,366.7,83.1,9.81,89.1,53.6,475.2,High,2024-09-15,2024,9,6,2
Delhi,16-09-2024,23.3,459.1,53.8,2.04,56.6,123.2,79.4,Low,2024-09-16,2024,9,0,0
Mumbai,16-09-2024,191.2,298.2,102.4,9.49,23.0,75.4,331.4,High,2024-09-16,2024,9,0,2
Chennai,16-09-2024,160.7,376.9,125.4,4.53,6.1,38.0,224.7,Low,2024-09-16,2024,9,0,0
Kolkata,16-09-2024,5.0,557.4,130.0,4.94,47.2,156.7,145.2,Low,2024-09-16,2024,9,0,0
Bangalore,16-09-2024,373.2,455.0,80.5,5.68,10.1,44.3,81.2,High,2024-09-16,2024,9,0,2
Delhi,17-09-2024,255.6,365.3,72.4,1.59,65.1,94.4,251.3,High,2024-09-17,2024,9,1,2
Mumbai,17-09-2024,399.6,497.1,80.3,5.22,9.8,19.8,281.2,High,2024-09-17,2024,9,1,2
Chennai,17-09-2024,394.0,450.9,118.9,4.12,89.3,107.2,463.2,High,2024-09-17,2024,9,1,2
Kolkata,17-09-2024,105.2,66.2,86.1,8.65,54.4,68.7,290.7,High,2024-09-17,2024,9,1,2
Bangalore,17-09-2024,58.1,206.7,107.5,4.24,72.5,125.5,473.2,High,2024-09-17,2024,9,1,2
Delhi,18-09-2024,7.4,253.4,78.9,6.72,17.9,141.9,206.0,Low,2024-09-18,2024,9,2,0
Mumbai,18-09-2024,14.9,43.0,101.1,7.45,52.7,24.3,279.6,High,2024-09-18,2024,9,2,2
Chennai,18-09-2024,334.8,36.9,27.7,4.34,68.5,116.9,225.1,High,2024-09-18,2024,9,2,2
Kolkata,18-09-2024,412.3,500.2,116.5,1.83,89.7,1.1,276.2,High,2024-09-18,2024,9,2,2
Bangalore,18-09-2024,110.0,402.0,145.6,2.36,13.2,28.8,78.1,High,2024-09-18,2024,9,2,2
Delhi,19-09-2024,407.2,246.2,58.9,6.28,61.1,199.7,261.6,High,2024-09-19,2024,9,3,2
Mumbai,19-09-2024,306.9,135.1,58.4,6.03,47.7,197.6,350.8,Low,2024-09-19,2024,9,3,0
Chennai,19-09-2024,175.1,591.8,137.9,5.4,84.4,105.2,450.9,High,2024-09-19,2024,9,3,2
Kolkata,19-09-2024,95.0,538.5,98.7,5.79,80.9,122.3,301.5,Moderate,2024-09-19,2024,9,3,1
Bangalore,19-09-2024,39.8,1.6,112.5,4.34,93.1,10.2,329.6,Low,2024-09-19,2024,9,3,0
Delhi,20-09-2024,200.8,273.0,121.9,2.53,49.1,134.8,384.8,High,2024-09-20,2024,9,4,2
Mumbai,20-09-2024,140.5,338.6,101.3,6.25,56.1,57.0,186.1,Low,2024-09-20,2024,9,4,0
Chennai,20-09-2024,449.9,334.0,92.8,1.63,29.5,82.1,408.1,High,2024-09-20,2024,9,4,2
Kolkata,20-09-2024,378.7,43.0,130.8,6.9,7.6,139.9,488.2,High,2024-09-20,2024,9,4,2
Bangalore,20-09-2024,222.1,322.6,106.8,4.45,3.9,23.1,241.0,Low,2024-09-20,2024,9,4,0
Delhi,21-09-2024,302.9,173.1,101.5,8.81,15.2,199.4,229.3,Low,2024-09-21,2024,9,5,0
Mumbai,21-09-2024,300.0,235.5,126.6,6.5,41.9,23.9,405.2,Low,2024-09-21,2024,9,5,0
Chennai,21-09-2024,63.2,91.9,26.5,6.14,20.3,83.9,239.6,High,2024-09-21,2024,9,5,2
Kolkata,21-09-2024,41.9,265.1,100.0,7.49,28.3,73.8,376.7,Low,2024-09-21,2024,9,5,0
Bangalore,21-09-2024,80.4,126.4,46.8,0.59,63.1,198.5,227.5,Low,2024-09-21,2024,9,5,0
Delhi,22-09-2024,407.9,178.1,89.4,5.87,32.8,185.5,371.2,High,2024-09-22,2024,9,6,2
Mumbai,22-09-2024,185.1,416.4,5.2,9.53,54.4,63.0,251.5,Low,2024-09-22,2024,9,6,0
Chennai,22-09-2024,93.4,387.5,106.5,5.54,48.4,111.1,118.5,Low,2024-09-22,2024,9,6,0
Kolkata,22-09-2024,412.1,228.4,97.2,1.47,89.3,88.7,472.5,High,2024-09-22,2024,9,6,2
Bangalore,22-09-2024,466.7,349.1,16.5,3.23,38.7,57.6,69.1,Moderate,2024-09-22,2024,9,6,1
Delhi,23-09-2024,52.6,475.6,23.5,9.85,94.4,139.0,431.6,High,2024-09-23,2024,9,0,2
Mumbai,23-09-2024,155.2,318.2,34.2,9.55,16.5,25.5,491.8,Moderate,2024-09-23,2024,9,0,1
Chennai,23-09-2024,328.0,486.5,4.3,0.58,85.4,136.2,423.3,Moderate,2024-09-23,2024,9,0,1
Kolkata,23-09-2024,376.7,280.3,94.1,1.11,92.9,138.2,392.7,High,2024-09-23,2024,9,0,2
Bangalore,23-09-2024,255.7,334.3,4.2,6.74,4.9,78.4,24.4,High,2024-09-23,2024,9,0,2
Delhi,24-09-2024,173.1,46.9,70.2,3.61,4.5,171.9,375.4,Low,2024-09-24,2024,9,1,0
Mumbai,24-09-2024,275.4,228.3,98.7,2.6,74.2,167.3,102.1,Low,2024-09-24,2024,9,1,0
